BIZ_UNIT	PD_S_C	PD_S_NM	PD_M_NM	PD_H_NM
A03	0220	다시마	나물류	채소
A03	0221	매생이	나물류	채소
A03	0222	미역	나물류	채소
A03	0223	톳	나물류	채소
A03	0224	파래	나물류	채소
A03	0225	기타해초류	나물류	채소
A03	0226	생선선물세트	선어가공	수산
A03	0227	한우안심	국내산우육	축산
A03	0228	한우등심	국내산우육	축산
A03	0229	한우채끝	국내산우육	축산
A02	0171	스마트펫케어	애견용품	애완원예용품
A02	0172	애견습식사료	애견용품	애완원예용품
A02	0173	식기/물병	애견용품	애완원예용품
A02	0174	애견잡화	애견용품	애완원예용품
A02	0175	의류/줄	애견용품	애완원예용품
A02	0176	이동장	애견용품	애완원예용품
A02	0177	장난감	애견용품	애완원예용품
A02	0178	패드	애견용품	애완원예용품
A02	0179	하우스/방석	애견용품	애완원예용품
A02	0180	심리스란제리	란제리	이너웨어
A02	0181	비즈니스양말	남성양말	양말
A02	0182	캐주얼양말	남성양말	양말
A02	0183	스포츠양말	남성양말	양말
A02	0184	기능성양말	남성양말	양말
A02	0185	스니커즈	남성양말	양말
A02	0186	남성양말기획	남성양말	양말
A02	0187	발가락양말	남성양말	양말
A02	0188	망사양말	남성양말	양말
A02	0189	남성묶음양말	남성양말	양말
A02	0711	벽지	벽지류	인테리어
A02	0712	시트지	벽지류	인테리어
A02	0713	시공가구	가구	인테리어
A02	0714	온라인종합가구	가구	인테리어
A02	0715	인테리어샵	가구	인테리어
A02	0716	일반가구	가구	인테리어
A02	0717	등기구	조명기구	조명/보수
A02	0718	랜턴류	조명기구	조명/보수
A02	0719	"방등	거실등"	조명기구	조명/보수
A02	0720	장식스탠드	조명기구	조명/보수
A02	0721	학습용스탠드	조명기구	조명/보수
A02	0722	LED램프	전구	조명/보수
A02	0723	특수램프	전구	조명/보수
A02	0724	형광램프	전구	조명/보수
A02	0725	멀티탭	전기용품	조명/보수
A02	0726	전기재료	전기용품	조명/보수
A02	0727	도어락	안전용품	조명/보수
A02	0728	보안용품	안전용품	조명/보수
A02	0729	유아안전용품	안전용품	조명/보수
A02	0730	화재안전용품	안전용품	조명/보수
A02	0225	매쉬형생리대	여성위생용품	위생용품
A02	0226	순면생리대	여성위생용품	위생용품
A02	0227	오버나이트	여성위생용품	위생용품
A01	0329	마모트	스포츠	스포츠
A01	0330	마운티아	스포츠	스포츠
A01	0331	컬럼비아	스포츠	스포츠
A01	0332	마운틴하드웨어	스포츠	스포츠
A01	0333	네파	스포츠	스포츠
A01	0334	이젠벅	스포츠	스포츠
A01	0335	밀레	스포츠	스포츠
A01	0336	라푸마	스포츠	스포츠
A01	0337	슈나이더	스포츠	스포츠
A01	0338	머렐	스포츠	스포츠
A01	0339	빈폴아웃도어	스포츠	스포츠
A01	0340	디스커버리	스포츠	스포츠
A01	0341	몽벨	스포츠	스포츠
A01	0342	센터폴	스포츠	스포츠
A01	0343	트렉스타(의)	스포츠	스포츠
A01	0344	트렉스타(신)	스포츠	스포츠
A01	0345	휠라아웃도어	스포츠	스포츠
A01	0346	콜핑	스포츠	스포츠
A01	0347	카리모어	스포츠	스포츠
A01	0348	레드페이스	스포츠	스포츠
A01	0349	에코로바	스포츠	스포츠
A01	0350	웨스트우드	스포츠	스포츠
A01	0351	투스카로라	스포츠	스포츠
A01	0352	아크테릭스	스포츠	스포츠
A01	0353	몬츄라	스포츠	스포츠
A01	0354	피엘라벤	스포츠	스포츠
A01	0355	파타고니아	스포츠	스포츠
A01	0356	살로몬	스포츠	스포츠
A01	0357	Shoes&Bag	스포츠	스포츠
A01	0358	오클리	스포츠	스포츠
A01	0359	웍앤톡	스포츠	스포츠
A01	0360	메아리	스포츠	스포츠
A01	0361	시에라	스포츠	스포츠
A01	0362	볼레	스포츠	스포츠
A01	0363	마모트카페(Rodge201)	스포츠	스포츠
A01	0364	킨	스포츠	스포츠
A01	0365	레저스포츠 단독매입	스포츠	스포츠
A01	0366	N/B골프의류	골프용품	스포츠
A01	0367	L/C골프의류	골프용품	스포츠
A01	0368	직수입 골프의류	골프용품	스포츠
A01	0369	골프용품	골프용품	스포츠
A01	0370	단기행사(골프)	골프용품	스포츠
A01	0371	아놀드파마	골프용품	스포츠
A01	0372	닥스골프	골프용품	스포츠
A01	0373	헤지스골프	골프용품	스포츠
A01	0374	잭니클라우스	골프용품	스포츠
A01	0375	엘로드	골프용품	스포츠
A01	0376	울시	골프용품	스포츠
A01	0377	레노마골프	골프용품	스포츠
A01	0378	휠라골프	골프용품	스포츠
A05	0105	남성향수	남성	향수
A01	0380	팬텀골프	골프용품	스포츠
A01	0381	슈페리어	골프용품	스포츠
A01	0382	이동수골프	골프용품	스포츠
A01	0383	빈폴골프	골프용품	스포츠
A01	0384	엘르골프	골프용품	스포츠
A01	0385	캘러웨이	골프용품	스포츠
A01	0386	타이틀리스트	골프용품	스포츠
A01	0387	와이드앵글	스포츠	스포츠
A01	0388	김영주골프	골프용품	스포츠
A01	0389	JDX골프	골프용품	스포츠
A01	0390	피가로	골프용품	스포츠
A01	0391	링스	골프용품	스포츠
A01	0392	그린조이	골프용품	스포츠
A01	0393	까스텔바작	골프용품	스포츠
A01	0394	한성에프아이	스포츠	스포츠
A01	0395	루이까스텔	스포츠	스포츠
A01	0396	엠유스포츠	골프용품	스포츠
A01	0397	보그너	골프용품	스포츠
A01	0398	아다바트	골프용품	스포츠
A01	0399	먼싱웨어	골프용품	스포츠
A01	0400	르꼬끄골프	골프용품	스포츠
A01	0401	파리게이츠	골프용품	스포츠
A01	0402	블랙앤화이트	골프용품	스포츠
A01	0403	나이키골프	골프용품	스포츠
A01	0404	아디다스골프	골프용품	스포츠
A01	0405	폴로골프	골프용품	스포츠
A01	0406	휴고보스골프	골프용품	스포츠
A01	0407	데상트골프	골프용품	스포츠
A01	0408	매일통상	골프용품	스포츠
A01	0409	우리골프	골프용품	스포츠
A01	0410	애드파골프	골프용품	스포츠
A01	0411	갤러리골프	골프용품	스포츠
A01	0412	명성골프	골프용품	스포츠
A01	0413	매직스포츠	골프용품	스포츠
A01	0414	AK골프	골프용품	스포츠
A01	0415	골프존마켓	골프용품	스포츠
A01	0416	프레지던츠골프	스포츠	스포츠
A01	0417	풋조이	스포츠	스포츠
A01	0418	애플라인드	골프용품	스포츠
A01	0419	브랜우드	골프용품	스포츠
A01	0420	스포츠의류	스포츠	스포츠
A01	0421	스포츠화	스포츠	스포츠
A01	0422	고정행사(스포츠)	스포츠	스포츠
A01	0423	단기행사(스포츠)	스포츠	스포츠
A01	0424	의류	스포츠	스포츠
A01	0425	신발	스포츠	스포츠
A01	0426	나이키의류	스포츠	스포츠
A01	0427	아디다스의류	스포츠	스포츠
A01	0428	나이키화	스포츠	스포츠
A01	0429	아디다스화	스포츠	스포츠
A01	0430	뉴발란스아울렛	스포츠	스포츠
A01	0431	슈즈플러스	스포츠	스포츠
A01	0432	배드민턴스퀘어	스포츠	스포츠
A01	0433	Fitness Square	남성캐주얼	남성의류
A01	0434	청백	남성캐주얼	남성의류
A01	0435	다비드컬렉션	남성캐주얼	남성의류
A01	0436	남성잡화ACC2	남성캐주얼	남성의류
A01	0437	N/B 아동복	아동	아동
A01	0438	L/C 아동복	아동	아동
A01	0439	수입 아동복	아동	아동
A01	0440	고정행사(아동복)	아동	아동
A01	0441	아동잡화	아동	아동
A01	0442	아동신발	아동	아동
A01	0443	단기행사(아동복)	아동	아동
A01	0444	키즈	아동	아동
A01	0445	el Bicar	남성캐주얼	남성의류
A01	0446	유아복	아동	아동
A01	0447	유아용품	아동	아동
A01	0448	내의	아동	아동
A01	0449	완구	아동	아동
A01	0450	토들러	아동	아동
A01	0451	아동놀이시설	아동	아동
A01	0452	플라자	가공식품	식품
A01	0453	국산A/V	대형가전	가전
A01	0454	국산냉장고.세탁기	대형가전	가전
A01	0455	수입냉장고	대형가전	가전
A01	0456	수입세탁기	대형가전	가전
A01	0457	에어컨	주방가전	가전
A01	0458	가스기기	소형가전	가전
A01	0459	전기밥솥	주방가전	가전
A01	0460	수입소형가전	주방가전	가전
A01	0461	기타국산소형가전	주방가전	가전
A01	0462	수입청소기 외	소형가전	가전
A01	0463	김치냉장고	주방가전	가전
A01	0464	건강가전	주방가전	가전
A01	0465	행사	주방가전	가전
A01	0466	수입A/V	대형가전	가전
A01	0467	에스프레소	주방가전	가전
A01	0468	생화	생활잡화	가정
A01	0469	이미용	생활잡화	가정
A01	0470	MP3 外	통신/컴퓨터	가전
A01	0471	컴퓨터	통신/컴퓨터	가전
A01	0472	"IT 게임기	S/W"	통신/컴퓨터	가전
A01	0473	피아노/악기	악기	가전
A01	0474	악기	악기	가전
A01	0475	음반	악기	가전
A01	0476	명품오디오	전자/전기	가전
A01	0477	디지털카메라	통신/컴퓨터	가전
A01	0478	수입주방	주방용품	가정
A01	0479	주방잡화	주방용품	가정
A01	0480	수      저	주방용품	가정
A01	0481	스      텐	주방용품	가정
A01	0482	국산주방	주방용품	가정
A01	0483	주방단기행사	주방용품	가정
A01	0484	임      대	주방용품	가정
A01	0485	캔들디퓨져	생활잡화	가정
A01	0486	서적	문구/팬시	가정
A01	0487	타월	생활잡화	가정
A01	0488	욕실용품	생활잡화	가정
A01	0489	매트	생활잡화	가정
A01	0490	장식소품	생활잡화	가정
A01	0491	토탈데코	생활잡화	가정
A01	0492	소품가구	생활잡화	가정
A01	0493	기능성침대	생활잡화	가정
A01	0494	펫샵	기타	기타
A01	0495	기능성소품	소형가전	가전
A01	0496	크리스탈	식기	가정
A01	0497	그라스	식기	가정
A01	0498	국산도자기	식기	가정
A01	0499	수입도자기	식기	가정
A01	0500	전통도자기	식기	가정
A01	0501	식기단기행사	식기	가정
A01	0502	락앤락	식기	가정
A01	0503	종합가구	가구	가정
A01	0504	수입가구	가구	가정
A01	0505	침대	가구	가정
A01	0506	소파	가구	가정
A01	0507	식탁	가구	가정
A01	0508	"원목	학생	철재"	가구	가정
A01	0509	카페트	침구/수예	가정
A01	0510	일반침대	가구	가정
A01	0511	건강침대	가구	가정
A01	0512	웨딩	웨딩	가정
A01	0513	N.B	침구/수예	가정
A01	0514	L.B	침구/수예	가정
A01	0515	수입침구	침구/수예	가정
A01	0516	한실침구	침구/수예	가정
A01	0517	수예소품	침구/수예	가정
A01	0518	수예단기행사	침구/수예	가정
A01	0519	건강베개	침구/수예	가정
A01	0520	아동침구	침구/수예	가정
A01	0521	수입잡화	명품	명품
A01	0522	수입의류	명품	명품
A01	0523	직수입	명품	명품
A01	0524	잡화멀티샵	명품	명품
A01	0525	명품잡화	명품	명품
A01	0526	명품잡화보석	명품	명품
A01	0527	명품기타	명품	명품
A01	0528	명품잡화행사	명품	명품
A01	0529	디자이너	명품	명품
A01	0530	어덜트	명품	명품
A01	0531	컨템포러리	명품	명품
A01	0532	명품남성	명품	명품
A01	0533	명품의류기타	명품	명품
A01	0534	명품시계기타	명품	명품
A01	0535	명품보석	명품	명품
A01	0536	힐앤토트	명품	명품
A01	0537	주얼리멀티	명품	명품
A01	0538	명품멀티기타	명품	명품
A01	0539	엘리든	명품	명품
A01	0540	비트윈	캐주얼	여성의류
A01	0541	Taste5.1	캐주얼	여성의류
A01	0542	아울렛	캐주얼	여성의류
A01	0543	EC(해외잡화)	명품	명품
A01	0544	영레깅스편집샵	캐주얼	여성의류
A01	0545	global 편집샵	명품	명품
A01	0546	라움	캐주얼	여성의류
A01	0547	global 편집샵	캐주얼	여성의류
A01	0548	토탈리빙	주방용품	가정
A01	0549	한샘	주방용품	가정
A01	0550	금고	기타	기타
A01	0551	남성해외패션	명품	명품
A01	0552	KHOS	캐주얼	여성의류
A01	0553	KHOS	캐주얼	여성의류
A01	0554	ACC Bloom (1F)	액세서리	잡화
A01	0555	ACC Bloom (3F)	액세서리	잡화
A01	0556	팝캐스트	미분류중분류상품(매핑안됨)	미분류대분류상품(매핑안됨)
A01	0557	유니크샵	캐주얼	여성의류
A01	0558	캐주얼화	구두	잡화
A01	0559	ARCHIV	남성캐주얼	남성의류
A01	0560	일반침대(에이스)	가구	가정
A01	0561	건강침대(흙침대)	가구	가정
A01	0562	SM TOWN	기타	기타
A01	0563	파슨스	농산물	여성의류
A01	0564	갤러리	명품	명품
A01	0565	친환경올가	축산가공	식품
A01	0566	밸류커리어	커리어	여성의류
A01	0567	어덜트	명품	명품
A01	0568	캐릭터 단기행사	농산물	여성의류
A01	0569	생필(부대)	가공식품	식품
A01	0570	스넥(부대)	가공식품	식품
A01	0571	지방스넥(부대)	가공식품	식품
A01	0572	델리(부대)	가공식품	식품
A01	0573	빈폴상품군	트래디셔널	남성의류
A01	0574	폴로상품군	트래디셔널	남성의류
A01	0575	라코스테상품군	트래디셔널	남성의류
A01	0576	타미힐피거상품군	트래디셔널	남성의류
A01	0577	헤지스상품군	트래디셔널	남성의류
A01	0578	헨리코튼상품군	트래디셔널	남성의류
A01	0579	올젠상품군	트래디셔널	남성의류
A01	0580	프레드페리상품군	트래디셔널	남성의류
A01	0581	레토르	가공식품	식품
A01	0582	갤럭시	남성정장	남성의류
A01	0583	로가디스	남성정장	남성의류
A01	0584	마에스트로	남성정장	남성의류
A01	0585	캠브리지	남성정장	남성의류
A01	0586	바쏘	남성정장	남성의류
A01	0587	빨질레리	남성정장	남성의류
A01	0588	니나리찌	남성정장	남성의류
A01	0589	닥스	남성정장	남성의류
A01	0590	킨록앤더슨	남성정장	남성의류
A01	0591	다반	남성정장	남성의류
A01	0592	브룩스브라더스	남성정장	남성의류
A01	0593	아울렛 제일모직	스포츠	스포츠
A01	0594	영스트리트	캐주얼	여성의류
A01	0595	영스트리트	캐주얼	여성의류
A01	0596	MODIUM	남성캐주얼	남성의류
A01	0597	Last Scene	남성캐주얼	남성의류
A01	0598	Leg 5:3:2	남성캐주얼	남성의류
A01	0599	건강수면샵	남성캐주얼	남성의류
A01	0600	드림플라자	가공식품	식품
A01	0601	나파피리상품군	시티웨어	여성의류
A01	0602	브룩스브라더스상품군	남성정장	남성의류
A01	0603	온라인스트리트	캐주얼	여성의류
A01	0604	온라인스트리트	캐주얼	여성의류
A01	0605	멘즈셀렉샵	기타	기타
A01	0606	파크랜드	구두	잡화
A01	0607	케이웨이 상품군	캐주얼	여성의류
A01	0608	안토니모라토 상품군	커리어	여성의류
A01	0609	까르뜨블랑슈 상품군	캐주얼	여성의류
A01	0610	바버 상품군	남성 트랜디	남성의류
A01	0611	팀버랜드 상품군	캐주얼	여성의류
A01	0612	해리토리 상품군	골프용품	스포츠
A01	0613	크로커다일 상품군	커리어	여성의류
A01	0614	지오투	캐주얼	여성의류
A01	0615	상품군미지정	기타	기타
A05	0001	기타견과류	과자	식품
A05	0002	일반시리얼	과자	식품
A05	0003	즉석스프	과자	식품
A05	0004	기타레토르트	과자	식품
A05	0005	일반껌	과자	식품
A05	0006	하드캔디	과자	식품
A05	0007	판초콜릿	과자	식품
A05	0008	일반스낵	과자	식품
A05	0009	쿠키	과자	식품
A05	0010	파이	과자	식품
A05	0011	생수	음료	식품
A05	0012	탄산수	음료	식품
A05	0013	콜라	음료	식품
A05	0014	혼합탄산	음료	식품
A05	0015	스포츠음료	음료	식품
A05	0016	비타민/에너지음료	음료	식품
A05	0017	숙취해소음료	음료	식품
A05	0018	기타기능성음료	음료	식품
A05	0019	과일음료	음료	식품
A05	0020	채소음료	음료	식품
A05	0021	과채혼합음료	음료	식품
A05	0022	일반차음료	음료	식품
A05	0023	전통차음료	음료	식품
A05	0024	커피음료	음료	식품
A05	0025	믹스커피	음료	식품
A05	0026	식수용차	음료	식품
A05	0027	녹차/홍차	음료	식품
A05	0028	허브/꽃차	음료	식품
A05	0029	전통/한방차	음료	식품
A05	0030	코코아	음료	식품
A05	0031	아이스티	음료	식품
A05	0032	바아이스크림	과자	식품
A05	0033	여성덧신류	양말류	잡화
A05	0034	스타킹	양말류	잡화
A05	0035	여행용소품	여행용품	잡화
A05	0036	여성헤어액세서리	미용소품	잡화
A05	0037	장우산	우산/양산류	잡화
A05	0038	샴푸	헤어케어	퍼스널
A05	0039	린스/컨디셔너	헤어케어	퍼스널
A05	0040	트리트먼트/팩	헤어케어	퍼스널
A05	0041	헤어에센스	헤어케어	퍼스널
A05	0042	헤어스프레이	헤어케어	퍼스널
A05	0043	헤어무스/젤	헤어케어	퍼스널
A05	0044	헤어왁스	헤어케어	퍼스널
A05	0045	염모제	헤어케어	퍼스널
A05	0046	바디워시	바디케어	퍼스널
A05	0047	바디보습	바디케어	퍼스널
A05	0048	입욕제/스파제품	바디케어	퍼스널
A05	0049	바디케어세트	바디케어	퍼스널
A05	0050	바디슬리밍/리프팅	바디케어	퍼스널
A05	0051	제모용품	바디케어	퍼스널
A05	0052	데오도란트	바디케어	퍼스널
A05	0053	핸드워시/손세정제	핸드/풋케어	퍼스널
A05	0054	핸드로션/크림	핸드/풋케어	퍼스널
A05	0055	풋케어	핸드/풋케어	퍼스널
A05	0056	남성용면도기/날	남성케어	기초
A05	0057	쉐이빙폼/젤	남성케어	기초
A05	0058	클래식면도용품	남성케어	기초
A05	0059	치약	구강케어	퍼스널
A05	0060	칫솔	구강케어	퍼스널
A05	0061	전동칫솔/칫솔모	구강케어	퍼스널
A05	0062	구강청정제	구강케어	퍼스널
A05	0063	기타구강관리용품	구강케어	퍼스널
A05	0064	치약/칫솔세트	구강케어	퍼스널
A05	0065	생리대	여성용품	퍼스널
A05	0066	탐폰	여성용품	퍼스널
A05	0067	팬티라이너	여성용품	퍼스널
A05	0068	여성세정제	여성용품	퍼스널
A05	0069	페이셜클렌저	클렌징	기초
A05	0070	스킨/토너	베이직케어	기초
A05	0071	미스트	베이직케어	기초
A05	0072	에멀젼/로션	베이직케어	기초
A05	0073	에센스/세럼	베이직케어	기초
A05	0074	아이케어	베이직케어	기초
A05	0075	크림/밤/오일	베이직케어	기초
A05	0076	페이셜팩류	집중케어	기초
A05	0077	스킨케어세트	베이직케어	기초
A05	0078	선크림류	선케어	기초
A05	0079	태닝/애프터선케어	선케어	기초
A05	0080	남성용클렌저	남성케어	기초
A05	0081	남성용스킨케어류	남성케어	기초
A05	0082	남성스킨케어세트	남성케어	기초
A05	0083	남성용선크림/메이크업류	남성케어	기초
A05	0084	메이크업베이스/프라이머	베이스메이크업	색조
A05	0085	BB/파운데이션/컴팩트류	베이스메이크업	색조
A05	0086	블러셔/쉐이딩/하이라이터	베이스메이크업	색조
A05	0087	아이라이너	아이메이크업	색조
A05	0088	아이브로우	아이메이크업	색조
A05	0089	마스카라	아이메이크업	색조
A05	0090	아이섀도우	아이메이크업	색조
A05	0091	립스틱/립라이너	립메이크업	색조
A05	0092	립글로즈/틴트	립메이크업	색조
A05	0093	일반네일/케어류	네일메이크업	색조
A05	0094	메이크업세트	아이메이크업	색조
A05	0095	기름종이	미용소품	잡화
A05	0096	메탈미용소도구	미용소품	잡화
A05	0097	속눈썹/쌍꺼풀	미용소품	잡화
A05	0098	메이크업브러쉬	미용소품	잡화
A05	0099	스폰지/퍼프	미용소품	잡화
A05	0100	네일케어도구	미용소품	잡화
A05	0101	풋케어도구	핸드/풋케어	퍼스널
A05	0102	면봉/화장솜	미용소품	잡화
A05	0103	미용거울	미용소품	잡화
A05	0104	여성향수	여성	향수
A05	0106	건전지	전기용품	잡화
A05	0107	보안용품	안전용품	잡화
A05	0108	롤티슈	화장지/티슈	가정
A05	0109	각티슈/미용티슈	화장지/티슈	가정
A05	0110	물티슈	화장지/티슈	가정
A05	0111	방향제	방향/제습/탈취제	가정
A05	0112	차량용방향/제취제	방향/제습/탈취제	가정
A05	0113	기타파티/팬시용품	파티/팬시용품	잡화
A05	0114	이어폰/헤드폰	전기용품	잡화
A05	0115	헤어드라이어	기기	가정
A05	0116	헤어세팅기	기기	가정
A05	0117	웨이트기구	피트니스	헬스
A05	0118	기타피트니스기구	피트니스	헬스
A05	0119	종합영양제	건강기능식품	헬스
A05	0120	일반비타민	건강기능식품	헬스
A05	0121	기타영양제	건강기능식품	헬스
A05	0122	운동보조식품	건강기능식품	헬스
A05	0123	다이어트보조식품	건강기능식품	헬스
A05	0124	미용보조식품	건강기능식품	헬스
A05	0125	건강보조식품세트	건강기능식품	헬스
A05	0126	안전상비의약외품	일반의약외품	헬스
A05	0127	콘돔	일반의약외품	헬스
A05	0128	건강마스크	일반의약외품	헬스
A05	0129	밴드류	일반의약외품	헬스
A05	0130	렌즈관리용품	일반의약외품	헬스
A05	0131	온/냉찜질용품	일반의약외품	헬스
A05	0132	손난로/핫팩	계절팩	잡화
A05	0133	기타건강측정용품	피트니스	헬스
A05	0134	향초	방향/제습/탈취제	가정
A05	0135	디퓨저	방향/제습/탈취제	가정
A05	0136	유아용화장품	베이비케어	기초
A05	0137	기저귀크림/파우더	베이비케어	기초
A05	0138	유아용샴푸/바디워시	베이비케어	기초
A05	0139	유아목욕용품	베이비케어	기초
A02	1191	비타민음료	기능성음료	음료
A02	1192	에너지음료	기능성음료	음료
A02	1193	무알콜맥주	맥주	주류
A02	1194	마시는요구르트	요구르트	데일리
A02	1195	곡물가루	가루	조미식품
A02	1196	동양전통주	양주	주류
A02	1197	얼음	아이스크림	냉장냉동
A02	1198	간식용치즈	치즈	데일리
A02	1199	슬라이스치즈	치즈	데일리
A02	1200	요리용치즈	치즈	데일리
A02	1201	냉장케익	디저트	데일리
A02	1202	젤리	디저트	데일리
A02	1203	푸딩	디저트	데일리
A02	1204	버터/마가린	유가공	데일리
A02	1205	크림연유	유가공	데일리
A02	1206	라운드햄	햄	냉장냉동
A02	1207	베이컨	햄	냉장냉동
A02	1208	사각햄	햄	냉장냉동
A02	1209	슬라이스햄	햄	냉장냉동
A02	1210	원물형태햄	햄	냉장냉동
A02	1211	비엔나소시지	소시지	냉장냉동
A02	1212	일반소시지	소시지	냉장냉동
A02	1213	후랑크소시지	소시지	냉장냉동
A02	1214	냉장햄세트	냉장햄세트	냉장냉동
A02	1215	자연향신료	향신료	조미식품
A02	1216	액젓	액상조미료	조미식품
A02	1217	요리식초	액상조미료	조미식품
A02	1218	음료식초	액상조미료	조미식품
A02	1219	냉장간편식	냉장간편식HMR	가공HMR
A02	1220	냉장장류	냉장간편식HMR	가공HMR
A02	1221	냉장떡	냉장식사HMR	가공HMR
A02	1222	냉장면류	냉장식사HMR	가공HMR
A02	1223	가공조미료	복합조미료	조미식품
A02	1224	자연조미료	복합조미료	조미식품
A02	1225	설탕	소금/설탕류	조미식품
A02	1226	소금	소금/설탕류	조미식품
A02	1227	액상과당	소금/설탕류	조미식품
A02	1228	수입소스	수입조미	조미식품
A02	1229	수입유지	수입조미	조미식품
A02	1230	수입장류	수입조미	조미식품
A02	1231	수입조미료	수입조미	조미식품
A02	1232	봉지라면	라면	가공대용식
A02	1233	컵라면	라면	가공대용식
A02	1234	국수	면류	가공대용식
A02	1235	당면	면류	가공대용식
A02	1236	수입면류	면류	가공대용식
A02	1237	숙면	면류	가공대용식
A02	1238	3분요리류	간편요리	가공대용식
A02	1239	분말조리식	간편요리	가공대용식
A02	1240	즉석 죽/스프/누룽지	밥죽류	가공대용식
A02	1241	즉석밥류	밥죽류	가공대용식
A02	1242	컵밥류	밥죽류	가공대용식
A02	1243	식빵	브랜드빵	가공대용식
A02	1244	일반빵	브랜드빵	가공대용식
A02	1245	찐빵	브랜드빵	가공대용식
A02	1246	어린이시리얼	시리얼	가공대용식
A02	1247	온라인시리얼	시리얼	가공대용식
A02	1248	일반시리얼	시리얼	가공대용식
A02	1249	체중조절용시리얼	시리얼	가공대용식
A02	1250	유아과자	이유식/유아간식	인스턴트
A02	1251	유아기타간식	이유식/유아간식	인스턴트
A02	1252	유아음료	이유식/유아간식	인스턴트
A02	1253	성인두유	두유	인스턴트
A02	1254	유아두유	두유	인스턴트
A02	1255	믹스커피	인스턴트커피	"커피	차"
A02	1256	아이스커피	인스턴트커피	"커피	차"
A02	1257	용기리필커피	인스턴트커피	"커피	차"
A02	1258	분쇄원두커피	원두커피	"커피	차"
A02	1259	스틱원두커피	원두커피	"커피	차"
A02	1260	캡슐원두커피	원두커피	"커피	차"
A02	1261	티백/드립 커피	원두커피	"커피	차"
A02	1262	홀빈원두커피	원두커피	"커피	차"
A02	1263	커피선물세트	커피선물세트	"커피	차"
A02	1264	분말차	시즌차	"커피	차"
A02	1265	아이스티	시즌차	"커피	차"
A02	1266	액상차	시즌차	"커피	차"
A02	1267	코코아	시즌차	"커피	차"
A02	1268	차선물세트	차선물세트	"커피	차"
A02	1269	국산꿀	꿀	"커피	차"
A02	1270	수입꿀	꿀	"커피	차"
A02	1271	단일비타민	비타민	건강식품
A02	1272	발포비타민	비타민	건강식품
A02	1273	종합비타민	비타민	건강식품
A02	1274	기타기능건강	기능성건강	건강식품
A02	1275	뼈건강	기능성건강	건강식품
A02	1276	온라인기능성건강	기능성건강	건강식품
A02	1277	프로바이틱스	기능성건강	건강식품
A02	0228	키덜트/콜렉션	BOYS 1	완구
A02	0229	반찬류행사	먹거리행사	조리식품행사
A02	0230	일반간식류행사	먹거리행사	조리식품행사
A02	0231	강정행사	시즌행사	조리식품행사
A02	0232	한과행사	시즌행사	조리식품행사
A02	0233	테마먹거리	맛집행사	조리식품행사
A02	0234	브랜드먹거리	맛집행사	조리식품행사
A02	0235	즉석쥐포	즉석구이안주	조리식품행사
A02	0236	즉석오징어	즉석구이안주	조리식품행사
A02	0237	즉석어포	즉석구이안주	조리식품행사
A02	0238	즉석김자반	즉석구이김	조리식품행사
A02	0239	즉석김	즉석구이김	조리식품행사
A02	0240	미역특산물	특산물행사	조리식품행사
A02	0241	멸치특산물	특산물행사	조리식품행사
A02	0242	김특산물	특산물행사	조리식품행사
A02	0243	분식	푸드코트	FOOD COURT
A02	0244	양식	푸드코트	FOOD COURT
A02	0245	일식	푸드코트	FOOD COURT
A02	0246	중식	푸드코트	FOOD COURT
A02	0247	한식	푸드코트	FOOD COURT
A02	0248	푸드엠파이어	컨세션	FOOD COURT
A02	0249	푸드하우스	컨세션	FOOD COURT
A02	0250	푸드캐피탈	컨세션	FOOD COURT
A02	0251	떡볶이	간식	F&B
A02	0252	튀김	간식	F&B
A02	0253	누들	간식	F&B
A02	0254	도넛/햄버거	간식	F&B
A02	0255	만두	간식	F&B
A02	0256	밥류	간식	F&B
A02	0257	가스류	간식	F&B
A02	0258	볶음류	간식	F&B
A02	0259	음료	디저트	F&B
A03	0281	닭윗날개(봉)	국내산계육	축산
A03	0282	닭근위	국내산계육	축산
A03	0283	닭정육	국내산계육	축산
A03	0284	오리고기	국내산계육	축산
A03	0285	일반계란	계란류	채소
A03	0286	가공계란	계란류	채소
A03	0287	일반메추리알	계란류	채소
A03	0288	가공메추리알	계란류	채소
A03	0289	닭/오리양념육	기타축산	축산
A03	0290	돼지양념육	기타축산	축산
A03	0291	소양념육	기타축산	축산
A03	0292	기타양념육	기타축산	축산
A03	0293	돈가스	기타축산	축산
A03	0294	한우선물세트	국내산우육	축산
A03	0295	수입소고기선물세트	수입우육	축산
A03	0296	국수	건면	면과자
A03	0297	당면	건면	면과자
A03	0298	파스타류	건면	면과자
A03	0299	냉면	건면	면과자
A03	0300	쌈/또띠아	건면	면과자
A03	0301	기타건면	건면	면과자
A03	0302	국물봉지라면	라면	면과자
A03	0303	비빔봉지라면	라면	면과자
A03	0304	국물용기라면	라면	면과자
A03	0305	식빵	베이커리	조리식품
A03	0306	일반빵	베이커리	조리식품
A03	0307	호빵찐빵	베이커리	조리식품
A03	0308	일반시리얼	씨리얼	면과자
A03	0309	기능성시리얼	씨리얼	면과자
A03	0310	즉석카레짜장	즉석식품	일반식품
A03	0311	즉석덮밥류	즉석식품	일반식품
A03	0312	즉석밥	즉석식품	일반식품
A03	0313	즉석컵밥	즉석식품	일반식품
A03	0314	즉석죽	즉석식품	일반식품
